Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN34236,2,0,2,0,meal_plan_2,0,room_type1,386,10/23/2018,offline,0,0,0,115,1,canceled
INN34237,2,0,0,2,meal_plan_1,0,room_type1,0,5/13/2018,offline,0,0,0,90,0,not_canceled
INN34238,2,0,1,1,meal_plan_1,0,room_type1,45,5/21/2018,online,0,0,0,126.9,2,not_canceled
INN34239,2,0,2,0,meal_plan_2,0,room_type1,386,10/23/2018,offline,0,0,0,115,1,canceled
INN34240,2,0,1,3,meal_plan_1,0,room_type1,35,9/5/2018,online,0,0,0,118.8,0,not_canceled
INN34241,1,0,2,1,meal_plan_2,0,room_type1,23,1/2/2018,offline,0,0,0,87,0,not_canceled
INN34242,0,2,0,1,meal_plan_1,0,room_type2,180,8/20/2018,online,0,0,0,97.54,1,not_canceled
INN34243,2,0,0,3,meal_plan_1,0,room_type1,162,9/17/2017,offline,0,0,0,70,0,not_canceled
INN34244,2,0,0,2,meal_plan_1,0,room_type1,211,5/20/2018,offline,0,0,0,100,0,canceled
INN34245,2,1,1,2,meal_plan_1,0,room_type1,2,4/29/2018,offline,0,0,0,95,1,not_canceled
INN34246,2,0,0,4,meal_plan_1,0,room_type1,44,11/2/2018,online,0,0,0,94.8,0,not_canceled
INN34247,1,0,0,2,meal_plan_1,0,room_type1,164,10/2/2017,offline,0,0,0,100,0,not_canceled
INN34248,2,0,1,1,meal_plan_2,0,room_type1,247,6/6/2018,offline,0,0,0,115,1,canceled
INN34249,2,0,0,1,meal_plan_1,0,room_type1,146,9/21/2018,offline,0,0,0,89.75,0,not_canceled
INN34250,1,0,0,2,meal_plan_1,0,room_type1,188,6/15/2018,offline,0,0,0,130,0,canceled
INN34251,2,0,2,5,meal_plan_2,0,room_type1,277,9/5/2018,offline,0,0,0,89.14,1,not_canceled
INN34252,2,0,2,1,meal_plan_1,0,room_type4,5,1/24/2018,online,0,0,0,81.73,1,not_canceled
INN34253,1,0,2,3,meal_plan_1,0,room_type1,33,4/17/2018,online,0,0,0,98.1,0,canceled
INN34254,2,0,2,2,not_selected,1,room_type1,196,7/31/2018,online,0,0,0,83,1,not_canceled
INN34255,1,0,0,2,meal_plan_1,0,room_type1,7,10/28/2017,online,0,0,0,92.4,1,not_canceled
INN34256,2,0,0,3,meal_plan_1,0,room_type1,67,3/10/2018,online,0,0,0,78.3,1,not_canceled
INN34257,2,0,1,3,meal_plan_1,0,room_type4,28,10/19/2017,offline,0,0,0,75,0,not_canceled
INN34258,2,0,0,1,meal_plan_1,1,room_type1,1,2/27/2018,online,0,0,0,112,1,not_canceled
INN34259,2,0,0,2,meal_plan_1,0,room_type1,24,11/18/2018,complementary,0,0,0,0,1,not_canceled
INN34260,2,0,0,1,meal_plan_1,0,room_type1,4,6/9/2018,online,0,0,0,121,0,canceled
INN34261,2,0,2,2,meal_plan_1,0,room_type1,25,10/9/2018,offline,0,0,0,85,0,canceled
INN34262,2,0,0,1,not_selected,0,room_type1,27,7/8/2018,online,0,0,0,139,0,canceled
INN34263,2,0,1,3,meal_plan_1,0,room_type4,100,2/25/2018,online,0,0,0,65.49,3,not_canceled
INN34264,2,0,0,2,not_selected,0,room_type1,7,12/4/2017,online,0,0,0,72.25,1,not_canceled
INN34265,2,0,1,4,meal_plan_1,0,room_type1,21,10/31/2018,online,0,0,0,109.6,1,not_canceled
INN34266,2,2,1,1,meal_plan_1,0,room_type6,216,8/6/2018,online,0,0,0,177.3,0,canceled
INN34267,1,0,0,4,meal_plan_1,0,room_type1,6,12/28/2018,online,0,0,0,110.5,3,not_canceled
INN34268,1,0,0,2,meal_plan_1,0,room_type1,188,6/15/2018,offline,0,0,0,130,0,canceled
INN34269,2,0,2,3,meal_plan_1,0,room_type1,138,7/16/2018,online,0,0,0,109.25,0,not_canceled
INN34270,2,0,0,4,meal_plan_1,0,room_type4,148,5/18/2018,online,0,0,0,86.43,1,not_canceled
INN34271,2,1,1,1,meal_plan_1,0,room_type1,175,7/23/2018,online,0,0,0,112.5,2,canceled
INN34272,2,0,1,0,meal_plan_1,0,room_type1,27,10/4/2017,online,0,0,0,80.85,1,not_canceled
INN34273,2,0,0,2,meal_plan_1,0,room_type4,5,12/17/2017,offline,0,0,0,69,0,not_canceled
INN34274,3,0,2,0,meal_plan_1,0,room_type1,37,8/28/2018,offline,0,0,0,111.6,0,not_canceled
INN34275,2,0,0,5,meal_plan_1,0,room_type4,62,8/30/2018,online,0,0,0,111.6,0,canceled
INN34276,2,0,2,5,meal_plan_1,0,room_type1,18,3/3/2018,online,0,0,0,61.15,0,not_canceled
INN34277,2,0,0,2,meal_plan_1,0,room_type4,37,10/22/2017,online,0,0,0,105.3,2,not_canceled
INN34278,1,0,0,2,meal_plan_2,0,room_type1,102,10/16/2017,offline,0,0,0,87,0,not_canceled
INN34279,2,0,1,0,not_selected,0,room_type1,1,2/22/2018,online,0,0,0,85,0,canceled
INN34280,2,0,2,3,meal_plan_1,0,room_type4,19,4/14/2018,online,0,0,0,131.6,0,canceled
INN34281,2,0,2,5,meal_plan_1,0,room_type1,89,9/20/2018,offline,0,0,0,95,2,not_canceled
INN34282,2,0,1,2,meal_plan_1,0,room_type4,91,5/13/2018,online,0,0,0,140.4,0,canceled
INN34283,2,0,2,3,meal_plan_1,0,room_type1,47,8/20/2018,online,0,0,0,135.9,1,canceled
INN34284,1,0,1,0,not_selected,0,room_type1,0,10/18/2017,online,0,0,0,87.78,0,not_canceled
INN34285,2,1,0,1,meal_plan_1,0,room_type1,1,7/20/2018,online,0,0,0,111,2,not_canceled
INN34286,2,0,0,3,meal_plan_1,0,room_type1,163,7/14/2018,offline,0,0,0,112,1,canceled
INN34287,2,0,1,2,not_selected,0,room_type1,35,4/22/2018,online,0,0,0,94.5,0,not_canceled
INN34288,1,0,1,2,meal_plan_1,0,room_type1,6,2/15/2018,online,0,0,0,85,0,canceled
INN34289,1,0,0,1,meal_plan_1,0,room_type4,48,4/15/2018,online,0,0,0,127.8,0,not_canceled
INN34290,2,0,0,1,meal_plan_1,0,room_type2,35,12/26/2017,online,0,0,0,77.25,0,not_canceled
INN34291,2,0,0,1,not_selected,0,room_type1,0,2/10/2018,online,0,0,0,79,0,not_canceled
INN34292,1,0,0,1,not_selected,0,room_type1,1,11/25/2018,online,0,0,0,59.03,0,not_canceled
INN34293,1,0,0,3,meal_plan_1,0,room_type1,204,5/5/2018,offline,0,0,0,90,0,canceled
INN34294,2,1,1,0,meal_plan_1,0,room_type1,64,9/4/2018,online,0,0,0,143.5,1,canceled
INN34295,2,0,1,3,meal_plan_1,0,room_type4,134,9/29/2018,online,0,0,0,137.7,2,canceled
INN34296,2,0,1,1,not_selected,0,room_type1,2,8/10/2017,online,0,0,0,89,2,not_canceled
INN34297,1,0,1,0,not_selected,0,room_type1,23,1/11/2018,online,0,0,0,61,0,not_canceled
INN34298,2,0,0,2,meal_plan_1,0,room_type1,317,9/15/2018,offline,0,0,0,120,0,canceled
INN34299,2,0,0,3,meal_plan_1,0,room_type1,276,9/22/2018,offline,0,0,0,116.33,0,canceled
INN34300,2,0,2,2,meal_plan_1,0,room_type4,35,10/2/2018,online,0,0,0,144.63,0,not_canceled
INN34301,2,0,0,3,meal_plan_1,0,room_type1,51,11/9/2018,offline,0,0,0,75,0,not_canceled
INN34302,2,0,0,4,meal_plan_1,0,room_type1,47,11/1/2018,online,0,0,0,91.8,2,not_canceled
INN34303,2,0,1,0,not_selected,0,room_type1,180,11/13/2018,online,0,0,0,54.75,2,not_canceled
INN34304,1,0,0,2,meal_plan_2,0,room_type1,74,9/18/2017,offline,0,0,0,80,0,not_canceled
INN34305,2,0,0,3,meal_plan_1,0,room_type1,137,5/5/2018,online,0,0,0,105.3,0,canceled
INN34306,2,0,2,1,meal_plan_1,0,room_type4,128,4/9/2018,online,0,0,0,117,2,canceled
INN34307,2,2,0,3,meal_plan_2,0,room_type6,43,12/29/2018,online,0,0,0,349.63,1,not_canceled
INN34308,1,0,0,3,meal_plan_1,0,room_type1,335,10/13/2018,offline,0,0,0,80,0,not_canceled
INN34309,2,0,2,2,meal_plan_1,0,room_type1,18,10/2/2018,offline,0,0,0,85,0,not_canceled
INN34310,1,0,0,2,meal_plan_1,0,room_type1,59,10/29/2017,offline,0,0,0,75,0,not_canceled
INN34311,2,0,2,5,meal_plan_1,0,room_type4,18,1/15/2018,online,0,0,0,97,0,not_canceled
INN34312,3,0,0,3,meal_plan_1,0,room_type4,179,9/8/2018,online,0,0,0,150.45,2,canceled
INN34313,2,0,2,1,meal_plan_1,0,room_type1,68,6/18/2018,online,0,0,0,92.83,0,canceled
INN34314,2,0,0,3,meal_plan_1,0,room_type1,97,7/14/2018,online,0,0,0,90.08,1,not_canceled
INN34315,1,0,0,1,not_selected,0,room_type1,181,10/11/2018,online,0,0,0,78.48,0,canceled
INN34316,2,2,2,1,meal_plan_1,0,room_type6,8,10/29/2018,online,0,0,0,188.01,1,not_canceled
INN34317,2,0,0,4,meal_plan_1,0,room_type1,3,10/7/2017,offline,0,0,0,70,0,not_canceled
INN34318,1,0,0,1,meal_plan_1,0,room_type1,0,2/27/2018,offline,0,0,0,60,0,not_canceled
INN34319,1,0,1,3,meal_plan_1,0,room_type1,130,6/6/2018,offline,0,0,0,110,0,not_canceled
INN34320,2,0,0,3,meal_plan_1,0,room_type1,279,10/12/2018,offline,0,0,0,110,0,canceled
INN34321,2,1,1,2,meal_plan_1,0,room_type4,207,12/30/2018,online,0,0,0,113.4,0,not_canceled
INN34322,2,0,0,3,meal_plan_1,0,room_type1,19,10/6/2017,offline,1,1,0,90,0,not_canceled
INN34323,3,0,0,2,meal_plan_1,0,room_type4,135,8/2/2018,online,0,0,0,137.7,0,canceled
INN34324,2,0,0,3,meal_plan_1,0,room_type4,88,10/20/2018,online,0,0,0,132.3,1,not_canceled
INN34325,2,0,0,2,meal_plan_1,0,room_type4,117,5/6/2018,online,0,0,0,123.3,1,not_canceled
INN34326,2,0,2,0,not_selected,0,room_type1,0,8/9/2017,online,0,0,0,96,0,not_canceled
INN34327,2,0,0,3,meal_plan_2,0,room_type1,203,12/8/2018,online,0,0,0,112.5,0,not_canceled
INN34328,2,0,1,3,not_selected,0,room_type1,63,3/10/2018,online,0,0,0,63.75,1,not_canceled
INN34329,2,1,0,3,meal_plan_1,0,room_type1,142,8/9/2018,online,0,0,0,130.5,1,canceled
INN34330,2,2,2,1,meal_plan_1,0,room_type6,188,7/16/2018,online,0,0,0,168.3,2,canceled
INN34331,1,0,2,2,meal_plan_1,0,room_type1,38,11/27/2018,online,0,0,0,88.4,2,not_canceled
INN34332,2,0,0,4,meal_plan_1,0,room_type1,270,4/20/2018,offline,0,0,0,80,0,not_canceled
INN34333,2,1,0,2,meal_plan_1,1,room_type1,135,8/2/2018,online,0,0,0,130.5,0,not_canceled
INN34334,1,0,1,0,meal_plan_1,0,room_type1,118,9/18/2018,offline,0,0,0,125,0,canceled
INN34335,2,0,0,1,meal_plan_1,0,room_type1,5,8/20/2018,online,0,0,0,130,1,not_canceled
INN34336,1,0,0,2,not_selected,0,room_type1,8,12/16/2018,online,0,0,0,78,0,not_canceled
INN34337,3,1,0,4,meal_plan_1,0,room_type4,51,5/11/2018,online,0,0,0,154.88,2,not_canceled
INN34338,2,0,0,4,not_selected,0,room_type1,30,4/13/2018,online,0,0,0,99,0,canceled
INN34339,1,0,0,1,meal_plan_1,0,room_type1,53,10/14/2018,offline,0,0,0,120,0,not_canceled
INN34340,2,0,1,1,meal_plan_1,0,room_type1,72,9/10/2018,online,0,0,0,135.9,1,not_canceled
INN34341,2,0,0,3,meal_plan_1,0,room_type1,11,6/21/2018,online,0,0,0,124.33,1,not_canceled
INN34342,3,0,0,3,meal_plan_1,0,room_type1,25,10/19/2018,online,0,0,0,159,0,canceled
INN34343,3,0,2,2,meal_plan_1,1,room_type4,162,8/21/2018,online,0,0,0,139.05,2,canceled
INN34344,1,0,0,1,meal_plan_2,0,room_type1,2,10/9/2017,offline,0,0,0,91,0,not_canceled
INN34345,2,0,2,1,meal_plan_1,0,room_type1,25,10/16/2018,offline,0,0,0,85,0,not_canceled
INN34346,2,0,0,2,meal_plan_1,0,room_type1,56,7/27/2018,online,0,0,0,135.9,0,canceled
INN34347,2,1,2,4,meal_plan_1,0,room_type1,17,4/14/2018,online,0,0,0,132,3,not_canceled
INN34348,1,0,1,3,not_selected,0,room_type1,56,6/20/2018,online,0,0,0,80.19,0,canceled
INN34349,1,0,0,1,meal_plan_1,0,room_type1,3,10/13/2018,online,0,0,0,120,1,not_canceled
INN34350,1,0,1,2,meal_plan_1,0,room_type1,38,9/19/2018,offline,0,0,0,81,1,not_canceled
INN34351,2,0,2,1,meal_plan_1,0,room_type1,76,4/2/2018,online,0,0,0,87.3,1,not_canceled
INN34352,2,0,0,1,meal_plan_2,0,room_type1,21,3/4/2018,online,0,0,0,129,0,canceled
INN34353,2,0,0,1,not_selected,0,room_type1,53,5/6/2018,online,0,0,0,125.1,0,canceled
INN34354,2,0,0,4,meal_plan_1,0,room_type1,175,8/10/2018,online,0,0,0,99.45,0,canceled
INN34355,2,0,0,2,meal_plan_1,0,room_type1,17,10/16/2017,offline,0,0,0,48,0,not_canceled
INN34356,2,2,2,1,meal_plan_1,0,room_type6,165,7/16/2018,online,0,0,0,177.3,2,canceled
INN34357,2,0,1,3,meal_plan_2,0,room_type1,99,7/18/2018,online,0,0,0,141.75,2,not_canceled
INN34358,1,0,0,3,meal_plan_1,0,room_type1,37,10/13/2018,offline,0,0,0,95,0,not_canceled
INN34359,3,0,2,2,meal_plan_1,0,room_type4,60,10/15/2018,online,0,0,0,151.2,2,not_canceled
INN34360,1,0,0,5,meal_plan_1,0,room_type1,82,9/6/2018,offline,0,0,0,85,0,not_canceled
INN34361,2,0,2,5,meal_plan_1,0,room_type1,258,10/2/2018,online,0,0,0,100.3,0,canceled
INN34362,2,0,0,3,meal_plan_1,0,room_type1,44,11/22/2018,online,0,0,0,97.07,1,canceled
INN34363,1,0,1,0,not_selected,0,room_type1,3,6/20/2018,online,0,0,0,123,0,not_canceled
INN34364,2,0,1,3,meal_plan_1,0,room_type4,82,3/24/2018,online,0,0,0,99.45,0,canceled
INN34365,3,0,2,5,meal_plan_2,0,room_type4,81,7/11/2018,online,0,0,0,190.29,0,not_canceled
INN34366,1,0,1,2,meal_plan_1,0,room_type1,1,6/17/2018,offline,0,0,0,70,0,not_canceled
INN34367,2,0,0,1,meal_plan_1,0,room_type1,2,5/28/2018,online,0,0,0,161,1,not_canceled
INN34368,1,0,1,0,not_selected,0,room_type1,180,11/13/2018,online,0,0,0,51.28,2,not_canceled
INN34369,2,0,0,1,meal_plan_1,0,room_type1,18,10/9/2017,online,0,0,0,126,1,not_canceled
INN34370,2,0,1,2,meal_plan_1,0,room_type1,28,3/7/2018,offline,0,0,0,87,1,not_canceled
INN34371,2,0,2,4,meal_plan_1,0,room_type6,30,5/21/2018,online,0,0,0,136.72,1,not_canceled
INN34372,2,0,1,2,meal_plan_1,0,room_type1,150,8/14/2017,online,0,0,0,76.5,1,not_canceled
INN34373,2,0,0,2,meal_plan_1,0,room_type1,322,12/9/2018,offline,0,0,0,52,0,not_canceled
INN34374,1,0,0,1,not_selected,0,room_type1,36,10/13/2018,online,0,0,0,102.6,2,not_canceled
INN34375,2,0,0,1,meal_plan_2,0,room_type1,55,4/6/2018,offline,0,0,0,104,0,not_canceled
INN34376,2,0,0,3,meal_plan_2,0,room_type1,36,10/13/2017,offline,0,0,0,112,0,not_canceled
INN34377,2,0,2,5,meal_plan_1,0,room_type1,0,12/14/2018,online,0,0,0,81.6,2,not_canceled
INN34378,2,0,1,2,meal_plan_1,0,room_type1,305,11/4/2018,offline,0,0,0,89,0,canceled
INN34379,2,1,0,1,meal_plan_1,0,room_type1,0,8/17/2018,offline,0,0,0,146,2,not_canceled
INN34380,2,0,1,2,meal_plan_1,0,room_type1,186,4/22/2018,offline,0,0,0,80,0,not_canceled
INN34381,3,0,1,3,meal_plan_1,0,room_type4,53,10/10/2018,online,0,0,0,151.2,2,not_canceled
INN34382,2,0,2,2,meal_plan_1,0,room_type1,56,9/25/2017,offline,0,0,0,185,0,not_canceled
INN34383,2,0,2,5,meal_plan_1,0,room_type1,277,9/5/2018,offline,0,0,0,80,0,canceled
INN34384,2,0,2,3,not_selected,0,room_type1,80,3/31/2018,online,0,0,0,55.63,1,not_canceled
INN34385,2,0,0,4,not_selected,0,room_type1,61,4/26/2018,online,0,0,0,94.78,0,canceled
INN34386,2,0,0,1,meal_plan_1,0,room_type1,47,12/2/2018,online,0,0,0,93.6,1,not_canceled
INN34387,2,0,1,3,meal_plan_1,0,room_type1,28,8/29/2018,online,0,0,0,118.15,0,canceled
INN34388,2,0,2,1,not_selected,0,room_type1,13,11/15/2017,online,0,0,0,85,1,not_canceled
INN34389,2,0,2,3,meal_plan_1,0,room_type1,303,8/19/2018,offline,0,0,0,78,0,canceled
INN34390,1,0,0,1,meal_plan_1,0,room_type1,87,5/27/2018,online,0,0,0,94.25,1,not_canceled
INN34391,2,0,0,1,meal_plan_1,0,room_type1,56,6/8/2018,offline,0,0,0,120,0,not_canceled
INN34392,1,0,1,2,meal_plan_1,0,room_type1,31,7/22/2018,offline,0,0,0,80,2,not_canceled
INN34393,3,0,2,1,meal_plan_1,0,room_type4,9,2/6/2018,online,0,0,0,130,2,not_canceled
INN34394,3,1,1,3,meal_plan_1,0,room_type7,78,12/29/2018,offline,0,0,0,274.2,0,not_canceled
INN34395,1,0,0,2,meal_plan_1,0,room_type1,9,12/21/2018,corporate,1,0,1,79,0,not_canceled
INN34396,1,0,2,4,meal_plan_1,0,room_type1,245,7/6/2018,offline,0,0,0,110,0,canceled
INN34397,2,0,0,2,meal_plan_2,0,room_type4,80,10/9/2017,offline,0,0,0,136,0,not_canceled
INN34398,2,0,0,2,meal_plan_2,0,room_type1,320,8/18/2018,offline,0,0,0,115,1,canceled
INN34399,3,0,2,1,meal_plan_1,0,room_type4,2,9/19/2017,offline,0,0,0,165,1,not_canceled
INN34400,2,0,0,1,not_selected,0,room_type1,7,8/23/2018,online,0,0,0,128,1,not_canceled
INN34401,2,0,2,4,meal_plan_1,0,room_type1,76,3/24/2018,online,0,0,0,69.12,0,not_canceled
INN34402,2,0,0,3,meal_plan_1,0,room_type1,171,7/14/2018,online,0,0,0,105.3,1,canceled
INN34403,2,0,1,1,not_selected,0,room_type1,0,8/22/2017,online,0,0,0,98,1,not_canceled
INN34404,2,0,0,3,meal_plan_1,0,room_type4,7,9/22/2017,online,0,0,0,136,0,not_canceled
INN34405,1,0,0,3,meal_plan_1,0,room_type1,71,6/14/2018,offline,0,0,0,120,0,not_canceled
INN34406,2,0,0,2,meal_plan_1,1,room_type2,208,7/21/2018,online,0,0,0,104.62,0,canceled
INN34407,2,0,0,3,meal_plan_1,0,room_type1,73,11/24/2017,offline,0,0,0,85.67,0,not_canceled
INN34408,2,0,0,4,meal_plan_1,0,room_type1,270,4/20/2018,offline,0,0,0,62.8,0,canceled
INN34409,2,0,2,2,meal_plan_1,0,room_type1,11,10/18/2017,offline,0,0,0,85,0,not_canceled
INN34410,2,0,2,1,meal_plan_1,0,room_type4,42,4/23/2018,online,0,0,0,118.8,0,not_canceled
INN34411,1,0,2,5,meal_plan_1,0,room_type1,66,12/23/2018,offline,0,0,0,63.75,1,not_canceled
INN34412,2,0,1,1,meal_plan_2,0,room_type1,247,6/6/2018,offline,0,0,0,115,1,canceled
INN34413,2,2,0,1,meal_plan_1,0,room_type6,13,8/27/2017,online,0,0,0,153,2,not_canceled
INN34414,2,2,1,4,meal_plan_1,0,room_type6,163,9/28/2018,online,0,0,0,187.28,0,canceled
INN34415,2,0,2,2,meal_plan_1,0,room_type1,60,3/20/2018,offline,0,0,0,75,0,canceled
INN34416,2,0,0,1,meal_plan_1,0,room_type1,0,8/6/2017,online,0,0,0,90,2,not_canceled
INN34417,1,0,0,2,meal_plan_1,0,room_type1,19,8/30/2018,online,0,0,0,116,1,canceled
INN34418,1,0,0,2,meal_plan_2,0,room_type1,346,9/13/2018,offline,0,0,0,90,0,canceled
INN34419,1,0,1,1,meal_plan_1,0,room_type1,32,10/24/2017,online,0,0,0,120,1,not_canceled
INN34420,1,0,1,1,meal_plan_1,0,room_type1,54,4/30/2018,online,0,0,0,91.13,0,canceled
INN34421,2,0,0,4,meal_plan_1,0,room_type4,97,12/29/2017,offline,0,0,0,60.5,1,not_canceled
INN34422,2,0,1,3,meal_plan_1,0,room_type1,128,8/8/2018,online,0,0,0,114.3,1,not_canceled
INN34423,2,0,1,3,not_selected,0,room_type1,94,11/3/2018,online,0,0,0,79.2,1,not_canceled
INN34424,1,0,0,1,meal_plan_1,0,room_type4,6,5/3/2018,corporate,0,0,0,110,0,not_canceled
INN34425,2,0,2,2,meal_plan_1,0,room_type1,115,2/27/2018,offline,0,0,0,87,0,not_canceled
INN34426,3,0,0,4,meal_plan_1,0,room_type1,90,10/19/2018,offline,0,0,0,105.4,0,not_canceled
INN34427,2,0,0,3,not_selected,0,room_type1,25,11/17/2018,online,0,0,0,88,1,canceled
INN34428,2,0,0,3,meal_plan_1,0,room_type1,197,4/12/2018,online,0,0,0,106.2,2,canceled
INN34429,2,0,1,5,meal_plan_1,0,room_type4,125,9/20/2018,online,0,0,0,143.1,0,canceled
INN34430,1,0,0,1,not_selected,0,room_type1,7,9/20/2018,online,0,0,0,129,1,canceled
INN34431,2,0,0,1,not_selected,0,room_type1,153,10/27/2018,online,0,0,0,80.1,2,canceled
INN34432,1,0,0,1,meal_plan_1,0,room_type1,9,2/10/2018,online,0,0,0,86,1,not_canceled
INN34433,2,0,1,2,meal_plan_1,0,room_type4,105,8/26/2018,online,0,0,0,131.4,0,canceled
INN34434,2,0,0,2,meal_plan_1,0,room_type1,317,9/15/2018,offline,0,0,0,120,0,canceled
INN34435,3,0,0,2,meal_plan_1,0,room_type4,5,3/25/2018,online,0,0,0,187,1,not_canceled
INN34436,1,0,0,1,meal_plan_1,0,room_type4,0,9/28/2018,complementary,1,0,3,0,1,not_canceled
INN34437,1,2,0,3,meal_plan_1,0,room_type6,65,4/12/2018,online,0,0,0,177.3,1,canceled
INN34438,2,0,2,5,meal_plan_2,0,room_type4,15,5/29/2018,online,0,0,0,216.86,0,canceled
INN34439,1,0,0,1,meal_plan_1,0,room_type1,0,3/9/2018,corporate,1,0,14,65,1,not_canceled
INN34440,2,0,2,1,meal_plan_1,0,room_type1,83,12/18/2018,offline,0,0,0,75,0,not_canceled
INN34441,2,0,1,3,meal_plan_1,1,room_type1,111,5/19/2018,online,0,0,0,145,1,not_canceled
INN34442,2,0,0,2,meal_plan_1,0,room_type1,122,4/15/2018,offline,0,0,0,85,0,not_canceled
INN34443,2,0,0,1,not_selected,0,room_type1,20,12/8/2018,online,0,0,0,88,1,not_canceled
INN34444,1,0,0,3,meal_plan_1,0,room_type1,113,5/31/2018,corporate,0,0,0,100,0,canceled
INN34445,2,0,0,3,meal_plan_1,0,room_type1,134,9/22/2018,online,0,0,0,129.6,2,not_canceled
INN34446,2,0,0,1,meal_plan_1,0,room_type1,105,4/6/2018,offline,0,0,0,75,0,canceled
INN34447,2,0,2,3,meal_plan_1,0,room_type1,54,6/17/2018,online,0,0,0,116.1,1,not_canceled
INN34448,2,0,0,2,meal_plan_1,0,room_type1,29,10/5/2018,online,0,0,0,152,2,not_canceled
INN34449,2,0,2,3,meal_plan_1,0,room_type4,27,10/18/2017,offline,0,0,0,75,0,not_canceled
INN34450,3,0,0,1,meal_plan_1,0,room_type1,124,11/26/2018,offline,0,0,0,92.65,0,not_canceled
INN34451,2,0,0,2,not_selected,0,room_type1,103,12/9/2018,online,0,0,0,79.2,2,not_canceled
INN34452,3,0,2,1,meal_plan_1,0,room_type4,137,2/7/2018,offline,0,0,0,93,2,not_canceled
INN34453,2,0,1,1,not_selected,0,room_type1,9,9/19/2018,online,0,0,0,139,0,not_canceled
INN34454,2,0,0,4,meal_plan_1,0,room_type1,49,3/8/2018,online,0,0,0,75.95,1,not_canceled
INN34455,1,0,0,2,meal_plan_2,0,room_type1,102,10/16/2017,offline,0,0,0,80,0,canceled
INN34456,2,0,2,2,not_selected,0,room_type1,28,8/14/2018,online,0,0,0,132.05,0,canceled
INN34457,1,0,0,2,meal_plan_1,0,room_type1,86,9/9/2017,corporate,0,0,0,90,0,not_canceled
INN34458,2,0,2,3,meal_plan_1,0,room_type1,100,4/28/2018,online,0,0,0,101.15,1,not_canceled
INN34459,2,2,1,5,meal_plan_1,1,room_type6,55,10/18/2018,online,0,0,0,207,2,not_canceled
INN34460,2,0,1,3,not_selected,0,room_type1,61,12/28/2017,online,0,0,0,92.5,1,not_canceled
INN34461,2,0,1,1,meal_plan_2,0,room_type1,247,6/6/2018,offline,0,0,0,115,1,canceled
INN34462,2,0,2,5,meal_plan_1,0,room_type4,24,10/26/2017,online,0,0,0,130.78,2,not_canceled
INN34463,2,0,0,4,meal_plan_1,0,room_type4,4,5/31/2018,online,0,0,0,132.08,1,not_canceled
INN34464,2,0,2,3,meal_plan_1,0,room_type1,8,10/30/2018,online,0,0,0,127.4,1,not_canceled
INN34465,2,0,0,1,meal_plan_1,0,room_type1,0,8/11/2017,online,0,0,0,111.6,0,not_canceled
INN34466,3,0,1,1,meal_plan_1,1,room_type4,13,5/14/2018,online,0,0,0,186,2,not_canceled
INN34467,1,0,0,1,meal_plan_1,0,room_type1,8,10/1/2017,online,0,0,0,92.4,0,not_canceled
INN34468,2,1,0,2,meal_plan_1,0,room_type1,2,3/31/2018,corporate,1,1,8,83,2,not_canceled
INN34469,2,0,1,2,meal_plan_1,0,room_type4,189,10/28/2018,online,0,0,0,109.8,0,canceled
INN34470,2,0,3,5,meal_plan_1,0,room_type1,155,8/21/2018,online,0,0,0,95.2,0,canceled
INN34471,2,0,1,0,not_selected,0,room_type1,0,8/1/2018,online,0,0,0,109,1,canceled
INN34472,2,0,2,4,not_selected,0,room_type1,4,2/6/2018,online,0,0,0,81,0,canceled
INN34473,2,0,0,3,meal_plan_1,0,room_type1,162,9/17/2017,offline,0,0,0,70,0,not_canceled
INN34474,2,0,2,3,meal_plan_1,0,room_type4,118,10/27/2018,online,0,0,0,123.3,0,canceled
INN34475,2,0,2,3,not_selected,0,room_type1,10,9/4/2018,online,0,0,0,87.05,1,not_canceled
INN34476,1,0,0,2,meal_plan_1,0,room_type1,164,10/2/2017,offline,0,0,0,100,0,canceled
INN34477,1,0,0,1,meal_plan_1,0,room_type1,47,11/11/2017,corporate,0,0,0,65,0,not_canceled
INN34478,2,0,0,2,not_selected,0,room_type1,142,12/22/2018,online,0,0,0,79.2,1,not_canceled
INN34479,2,0,0,3,meal_plan_1,0,room_type1,112,6/2/2018,offline,0,0,0,120,1,not_canceled
INN34480,2,0,2,5,meal_plan_2,0,room_type4,94,5/3/2018,online,0,0,0,164.9,1,canceled
INN34481,1,0,0,1,not_selected,0,room_type1,1,10/13/2018,online,0,0,0,102.6,0,not_canceled
INN34482,2,0,0,2,meal_plan_1,0,room_type6,35,3/18/2018,online,0,0,0,162.45,0,not_canceled
INN34483,2,2,2,3,meal_plan_1,0,room_type6,102,12/1/2018,online,0,0,0,147.9,1,not_canceled
INN34484,2,1,2,4,meal_plan_1,0,room_type1,134,6/15/2018,online,0,0,0,135.15,2,not_canceled
INN34485,2,0,1,2,not_selected,1,room_type1,4,11/6/2017,online,0,0,0,104,1,not_canceled
